name,category_slug,price,mrp,unit,stock,image_url,description
"Value Pack Double Choco Chip Muffin #171","bakery",135,162,"4 pcs",70,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Value Pack Double Choco Chip Muffin #171. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Rich Dark Roast Coffee #172","beverages",270,324,"200 g",71,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Value Pack Rich Dark Roast Coffee #172. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Crispy Salted Potato Chips #173","snacks",55,66,"90 g",72,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Super Saver Crispy Salted Potato Chips #173. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Chakki Fresh Whole Wheat Atta #174","staples-grains",265,318,"5 kg",73,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Super Saver Chakki Fresh Whole Wheat Atta #174. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic New Crop Potatoes #175","fruits-vegetables",69,83,"1 kg",74,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Organic New Crop Potatoes #175. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Farm Fresh White Eggs #176","dairy-eggs",92,110,"6 pcs",75,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Chef Edition Farm Fresh White Eggs #176. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold 100% Whole Wheat Bread #177","bakery",100,120,"400 g",76,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Gold 100% Whole Wheat Bread #177. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Classic Green Tea Bags #178","beverages",235,282,"25 bags",77,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Gold Classic Green Tea Bags #178. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Butter Choco Chip Cookies #179","snacks",115,138,"150 g",78,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Gold Butter Choco Chip Cookies #179. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Refined Sunflower Oil Pouch #180","staples-grains",205,246,"1 L",79,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Gold Refined Sunflower Oil Pouch #180. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Fresh Organic Tomatoes #181","fruits-vegetables",35,42,"1 kg",80,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Select Fresh Organic Tomatoes #181. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Farm Fresh White Eggs #182","dairy-eggs",47,56,"6 pcs",81,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Local Sourced Farm Fresh White Eggs #182. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Double Choco Chip Muffin #183","bakery",120,144,"4 pcs",82,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Chef Edition Double Choco Chip Muffin #183. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Rich Dark Roast Coffee #184","beverages",255,306,"200 g",83,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Chef Edition Rich Dark Roast Coffee #184. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Crispy Salted Potato Chips #185","snacks",40,48,"90 g",84,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Local Sourced Crispy Salted Potato Chips #185. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Chakki Fresh Whole Wheat Atta #186","staples-grains",250,300,"5 kg",85,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Local Sourced Chakki Fresh Whole Wheat Atta #186. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Fresh Spinach Bunch #187","fruits-vegetables",50,60,"250 g",86,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Select Fresh Spinach Bunch #187. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Farm Fresh White Eggs #188","dairy-eggs",77,92,"6 pcs",87,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Farm Fresh Farm Fresh White Eggs #188. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh 100% Whole Wheat Bread #189","bakery",85,102,"400 g",88,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Farm Fresh 100% Whole Wheat Bread #189. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Classic Green Tea Bags #190","beverages",220,264,"25 bags",89,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Farm Fresh Classic Green Tea Bags #190. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Butter Choco Chip Cookies #191","snacks",100,120,"150 g",90,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Farm Fresh Butter Choco Chip Cookies #191. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Refined Sunflower Oil Pouch #192","staples-grains",190,228,"1 L",91,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Farm Fresh Refined Sunflower Oil Pouch #192. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Crisp Shimla Apples #193","fruits-vegetables",220,264,"1 kg",92,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Fresh Crisp Shimla Apples #193. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Farm Fresh White Eggs #194","dairy-eggs",107,128,"6 pcs",93,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Premium Farm Fresh White Eggs #194. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Double Choco Chip Muffin #195","bakery",180,216,"4 pcs",94,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Premium Double Choco Chip Muffin #195. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Rich Dark Roast Coffee #196","beverages",240,288,"200 g",95,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Premium Rich Dark Roast Coffee #196. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Crispy Salted Potato Chips #197","snacks",25,30,"90 g",96,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Organic Crispy Salted Potato Chips #197. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Chakki Fresh Whole Wheat Atta #198","staples-grains",235,282,"5 kg",97,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Organic Chakki Fresh Whole Wheat Atta #198. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Green Broccoli #199","fruits-vegetables",80,96,"1 pc",98,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Fresh Green Broccoli #199. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Farm Fresh White Eggs #200","dairy-eggs",62,74,"6 pcs",99,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Organic Farm Fresh White Eggs #200. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select 100% Whole Wheat Bread #201","bakery",70,84,"400 g",100,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Select 100% Whole Wheat Bread #201. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Classic Green Tea Bags #202","beverages",205,246,"25 bags",101,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Select Classic Green Tea Bags #202. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Butter Choco Chip Cookies #203","snacks",85,102,"150 g",102,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Select Butter Choco Chip Cookies #203. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Refined Sunflower Oil Pouch #204","staples-grains",175,210,"1 L",103,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Select Refined Sunflower Oil Pouch #204. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special New Crop Potatoes #205","fruits-vegetables",69,83,"1 kg",104,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Special New Crop Potatoes #205. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Farm Fresh White Eggs #206","dairy-eggs",92,110,"6 pcs",105,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Select Farm Fresh White Eggs #206. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Double Choco Chip Muffin #207","bakery",165,198,"4 pcs",106,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Fresh Double Choco Chip Muffin #207. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Rich Dark Roast Coffee #208","beverages",300,360,"200 g",107,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Fresh Rich Dark Roast Coffee #208. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Crispy Salted Potato Chips #209","snacks",85,102,"90 g",108,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Special Crispy Salted Potato Chips #209. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Chakki Fresh Whole Wheat Atta #210","staples-grains",295,354,"5 kg",109,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Special Chakki Fresh Whole Wheat Atta #210. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Fresh Organic Tomatoes #211","fruits-vegetables",35,42,"1 kg",110,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Deluxe Fresh Organic Tomatoes #211. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Farm Fresh White Eggs #212","dairy-eggs",47,56,"6 pcs",111,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Fresh Farm Fresh White Eggs #212. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe 100% Whole Wheat Bread #213","bakery",55,66,"400 g",112,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Deluxe 100% Whole Wheat Bread #213. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Classic Green Tea Bags #214","beverages",190,228,"25 bags",113,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Deluxe Classic Green Tea Bags #214. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Butter Choco Chip Cookies #215","snacks",70,84,"150 g",114,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Deluxe Butter Choco Chip Cookies #215. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Refined Sunflower Oil Pouch #216","staples-grains",160,192,"1 L",115,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Deluxe Refined Sunflower Oil Pouch #216. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Fresh Spinach Bunch #217","fruits-vegetables",50,60,"250 g",116,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Deluxe Fresh Spinach Bunch #217. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Farm Fresh White Eggs #218","dairy-eggs",77,92,"6 pcs",117,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Special Farm Fresh White Eggs #218. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Double Choco Chip Muffin #219","bakery",150,180,"4 pcs",118,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Classic Double Choco Chip Muffin #219. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Rich Dark Roast Coffee #220","beverages",285,342,"200 g",119,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Classic Rich Dark Roast Coffee #220. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Crispy Salted Potato Chips #221","snacks",70,84,"90 g",120,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Handpicked Crispy Salted Potato Chips #221. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Chakki Fresh Whole Wheat Atta #222","staples-grains",280,336,"5 kg",121,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Handpicked Chakki Fresh Whole Wheat Atta #222. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Crisp Shimla Apples #223","fruits-vegetables",220,264,"1 kg",122,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Classic Crisp Shimla Apples #223. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Farm Fresh White Eggs #224","dairy-eggs",107,128,"6 pcs",123,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Deluxe Farm Fresh White Eggs #224. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural 100% Whole Wheat Bread #225","bakery",115,138,"400 g",124,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Natural 100% Whole Wheat Bread #225. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Classic Green Tea Bags #226","beverages",175,210,"25 bags",125,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Natural Classic Green Tea Bags #226. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Butter Choco Chip Cookies #227","snacks",55,66,"150 g",126,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Natural Butter Choco Chip Cookies #227. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Refined Sunflower Oil Pouch #228","staples-grains",145,174,"1 L",127,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Natural Refined Sunflower Oil Pouch #228. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Green Broccoli #229","fruits-vegetables",80,96,"1 pc",128,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Classic Green Broccoli #229. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Farm Fresh White Eggs #230","dairy-eggs",62,74,"6 pcs",129,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Classic Farm Fresh White Eggs #230. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Double Choco Chip Muffin #231","bakery",135,162,"4 pcs",130,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Daily Double Choco Chip Muffin #231. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Rich Dark Roast Coffee #232","beverages",270,324,"200 g",131,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Daily Rich Dark Roast Coffee #232. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Crispy Salted Potato Chips #233","snacks",55,66,"90 g",132,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Value Pack Crispy Salted Potato Chips #233. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Chakki Fresh Whole Wheat Atta #234","staples-grains",265,318,"5 kg",133,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Value Pack Chakki Fresh Whole Wheat Atta #234. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked New Crop Potatoes #235","fruits-vegetables",69,83,"1 kg",134,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Handpicked New Crop Potatoes #235. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Farm Fresh White Eggs #236","dairy-eggs",92,110,"6 pcs",135,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Handpicked Farm Fresh White Eggs #236. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver 100% Whole Wheat Bread #237","bakery",100,120,"400 g",136,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Super Saver 100% Whole Wheat Bread #237. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Classic Green Tea Bags #238","beverages",235,282,"25 bags",137,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Super Saver Classic Green Tea Bags #238. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Butter Choco Chip Cookies #239","snacks",115,138,"150 g",138,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Super Saver Butter Choco Chip Cookies #239. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Refined Sunflower Oil Pouch #240","staples-grains",205,246,"1 L",139,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Super Saver Refined Sunflower Oil Pouch #240. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Fresh Organic Tomatoes #241","fruits-vegetables",35,42,"1 kg",140,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Natural Fresh Organic Tomatoes #241. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Farm Fresh White Eggs #242","dairy-eggs",47,56,"6 pcs",141,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Natural Farm Fresh White Eggs #242. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Double Choco Chip Muffin #243","bakery",120,144,"4 pcs",142,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Gold Double Choco Chip Muffin #243. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Rich Dark Roast Coffee #244","beverages",255,306,"200 g",143,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Gold Rich Dark Roast Coffee #244. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Crispy Salted Potato Chips #245","snacks",40,48,"90 g",144,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Chef Edition Crispy Salted Potato Chips #245. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Chakki Fresh Whole Wheat Atta #246","staples-grains",250,300,"5 kg",145,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Chef Edition Chakki Fresh Whole Wheat Atta #246. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Fresh Spinach Bunch #247","fruits-vegetables",50,60,"250 g",146,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Natural Fresh Spinach Bunch #247. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Farm Fresh White Eggs #248","dairy-eggs",77,92,"6 pcs",147,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Daily Farm Fresh White Eggs #248. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced 100% Whole Wheat Bread #249","bakery",85,102,"400 g",148,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Local Sourced 100% Whole Wheat Bread #249. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Classic Green Tea Bags #250","beverages",220,264,"25 bags",149,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Local Sourced Classic Green Tea Bags #250. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Butter Choco Chip Cookies #251","snacks",100,120,"150 g",150,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Local Sourced Butter Choco Chip Cookies #251. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Refined Sunflower Oil Pouch #252","staples-grains",190,228,"1 L",151,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Local Sourced Refined Sunflower Oil Pouch #252. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Crisp Shimla Apples #253","fruits-vegetables",220,264,"1 kg",152,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Daily Crisp Shimla Apples #253. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Farm Fresh White Eggs #254","dairy-eggs",107,128,"6 pcs",153,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Value Pack Farm Fresh White Eggs #254. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Double Choco Chip Muffin #255","bakery",180,216,"4 pcs",154,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Farm Fresh Double Choco Chip Muffin #255. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Rich Dark Roast Coffee #256","beverages",240,288,"200 g",155,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Farm Fresh Rich Dark Roast Coffee #256. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Crispy Salted Potato Chips #257","snacks",25,30,"90 g",156,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Premium Crispy Salted Potato Chips #257. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Chakki Fresh Whole Wheat Atta #258","staples-grains",235,282,"5 kg",157,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Premium Chakki Fresh Whole Wheat Atta #258. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Green Broccoli #259","fruits-vegetables",80,96,"1 pc",158,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Daily Green Broccoli #259. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Farm Fresh White Eggs #260","dairy-eggs",62,74,"6 pcs",159,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Super Saver Farm Fresh White Eggs #260. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic 100% Whole Wheat Bread #261","bakery",70,84,"400 g",160,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Organic 100% Whole Wheat Bread #261. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Classic Green Tea Bags #262","beverages",205,246,"25 bags",161,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Organic Classic Green Tea Bags #262. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Butter Choco Chip Cookies #263","snacks",85,102,"150 g",162,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Organic Butter Choco Chip Cookies #263. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Refined Sunflower Oil Pouch #264","staples-grains",175,210,"1 L",163,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Organic Refined Sunflower Oil Pouch #264. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack New Crop Potatoes #265","fruits-vegetables",69,83,"1 kg",164,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Value Pack New Crop Potatoes #265. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Farm Fresh White Eggs #266","dairy-eggs",92,110,"6 pcs",165,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Gold Farm Fresh White Eggs #266. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Double Choco Chip Muffin #267","bakery",165,198,"4 pcs",166,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Select Double Choco Chip Muffin #267. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Rich Dark Roast Coffee #268","beverages",300,360,"200 g",167,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Select Rich Dark Roast Coffee #268. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Crispy Salted Potato Chips #269","snacks",85,102,"90 g",168,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Fresh Crispy Salted Potato Chips #269. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Chakki Fresh Whole Wheat Atta #270","staples-grains",295,354,"5 kg",169,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Fresh Chakki Fresh Whole Wheat Atta #270. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Fresh Organic Tomatoes #271","fruits-vegetables",35,42,"1 kg",170,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Super Saver Fresh Organic Tomatoes #271. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Farm Fresh White Eggs #272","dairy-eggs",47,56,"6 pcs",171,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Chef Edition Farm Fresh White Eggs #272. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special 100% Whole Wheat Bread #273","bakery",55,66,"400 g",172,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Special 100% Whole Wheat Bread #273. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Classic Green Tea Bags #274","beverages",190,228,"25 bags",173,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Special Classic Green Tea Bags #274. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Butter Choco Chip Cookies #275","snacks",70,84,"150 g",174,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Special Butter Choco Chip Cookies #275. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Refined Sunflower Oil Pouch #276","staples-grains",160,192,"1 L",175,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Special Refined Sunflower Oil Pouch #276. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Fresh Spinach Bunch #277","fruits-vegetables",50,60,"250 g",176,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Super Saver Fresh Spinach Bunch #277. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
